Game Turn, Player, Num Cities, Population, Techs, Civics, Land Units, corps, Armies, Naval Units, TILES: Owned, Improved, BALANCE: Gold, Faith, YIELDS: Science, Culture, Gold, Faith, Production, Food
12, CIVILIZATION_FREE_CITIES, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13, CIVILIZATION_SCOTLAND, 1, 2, 1, 1, 1, 0, 0, 0, 9, 1, 73, 4, 3, 4, 6, 1, 5, 7
13, CIVILIZATION_ZULU, 1, 2, 1, 0, 1, 0, 0, 0, 8, 1, 115, 4, 3, 1, 10, 1, 9, 6
13, CIVILIZATION_VIETNAM, 1, 2, 1, 0, 1, 0, 0, 0, 8, 1, 76, 0, 3, 1, 6, 0, 8, 6
13, CIVILIZATION_JAPAN, 1, 2, 1, 0, 0, 0, 0, 0, 8, 0, 120, 0, 4, 1, 10, 0, 6, 6
13, CIVILIZATION_PERSIA, 1, 3, 1, 1, 0, 0, 0, 0, 8, 0, 82, 1, 3, 2, 7, 1, 4, 12
13, CIVILIZATION_GAUL, 1, 2, 1, 0, 1, 0, 0, 0, 8, 0, 110, 9, 3, 1, 8, 1, 4, 7
13, CIVILIZATION_MUSCAT, 1, 2, 1, 0, 2, 0, 0, 0, 7, 1, 70, 0, 3, 1, 5, 0, 4, 6
13, CIVILIZATION_VATICAN_CITY, 1, 2, 1, 0, 2, 0, 0, 0, 7, 0, 70, 0, 3, 1, 5, 0, 3, 6
13, CIVILIZATION_JAKARTA, 1, 2, 1, 0, 2, 0, 0, 0, 7, 1, 70, 0, 3, 1, 5, 0, 2, 7
13, CIVILIZATION_HUNZA, 1, 2, 1, 0, 2, 0, 0, 0, 7, 1, 70, 0, 3, 1, 5, 0, 2, 7
13, CIVILIZATION_BOLOGNA, 1, 2, 1, 0, 1, 0, 0, 0, 7, 2, 120, 0, 3, 1, 5, 0, 3, 6
13, CIVILIZATION_VILNIUS, 1, 2, 1, 0, 2, 0, 0, 0, 7, 0, 70, 0, 3, 1, 5, 0, 2, 6
13, CIVILIZATION_LISBON, 1, 1, 1, 0, 2, 0, 0, 0, 7, 0, 70, 0, 2, 1, 5, 0, 3, 3
13, CIVILIZATION_LAHORE, 1, 2, 1, 0, 2, 0, 0, 0, 7, 1, 70, 0, 3, 1, 5, 0, 2, 8
13, CIVILIZATION_JOHANNESBURG, 1, 2, 1, 0, 2, 0, 0, 0, 7, 2, 70, 0, 3, 1, 5, 0, 2, 8
13, CIVILIZATION_FREE_CITIES, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
14, CIVILIZATION_SCOTLAND, 1, 2, 1, 1, 1, 0, 0, 0, 10, 1, 79, 5, 3, 4, 6, 1, 5, 7
14, CIVILIZATION_ZULU, 1, 2, 1, 0, 2, 0, 0, 0, 8, 1, 126, 5, 3, 1, 10, 1, 9, 6
14, CIVILIZATION_VIETNAM, 1, 2, 1, 0, 1, 0, 0, 0, 8, 1, 82, 0, 3, 1, 6, 0, 8, 6
14, CIVILIZATION_JAPAN, 1, 2, 1, 0, 0, 0, 0, 0, 8, 0, 131, 0, 4, 1, 10, 0, 6, 6
14, CIVILIZATION_PERSIA, 1, 3, 1, 1, 0, 0, 0, 0, 8, 0, 89, 2, 3, 2, 7, 1, 4, 12
14, CIVILIZATION_GAUL, 1, 2, 1, 0, 1, 0, 0, 0, 8, 1, 119, 10, 3, 1, 8, 1, 4, 8
14, CIVILIZATION_MUSCAT, 1, 2, 1, 0, 2, 0, 0, 0, 7, 1, 75, 0, 3, 1, 5, 0, 4, 6
14, CIVILIZATION_VATICAN_CITY, 1, 2, 1, 0, 2, 0, 0, 0, 7, 0, 75, 0, 3, 1, 5, 0, 3, 6
14, CIVILIZATION_JAKARTA, 1, 2, 1, 0, 2, 0, 0, 0, 7, 1, 75, 0, 3, 1, 5, 0, 2, 7
14, CIVILIZATION_HUNZA, 1, 2, 1, 0, 2, 0, 0, 0, 7, 2, 75, 0, 3, 1, 5, 0, 2, 7
14, CIVILIZATION_BOLOGNA, 1, 2, 1, 0, 2, 0, 0, 0, 7, 2, 125, 0, 3, 1, 5, 0, 3, 6
14, CIVILIZATION_VILNIUS, 1, 2, 1, 0, 2, 0, 0, 0, 7, 0, 75, 0, 3, 1, 5, 0, 2, 6
14, CIVILIZATION_LISBON, 1, 1, 1, 0, 2, 0, 0, 0, 7, 0, 75, 0, 2, 1, 5, 0, 3, 3
14, CIVILIZATION_LAHORE, 1, 2, 1, 0, 2, 0, 0, 0, 7, 1, 75, 0, 3, 1, 5, 0, 2, 8
14, CIVILIZATION_JOHANNESBURG, 1, 2, 1, 0, 2, 0, 0, 0, 7, 2, 75, 0, 3, 1, 5, 0, 2, 8
14, CIVILIZATION_FREE_CITIES, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
15, CIVILIZATION_SCOTLAND, 1, 2, 1, 1, 1, 0, 0, 0, 10, 1, 85, 6, 3, 4, 6, 1, 5, 7
15, CIVILIZATION_ZULU, 1, 2, 1, 1, 2, 0, 0, 0, 8, 1, 137, 7, 3, 1, 12, 2, 9, 6
15, CIVILIZATION_VIETNAM, 1, 2, 1, 0, 2, 0, 0, 0, 8, 1, 88, 0, 3, 1, 6, 0, 8, 6
15, CIVILIZATION_JAPAN, 1, 2, 1, 1, 0, 0, 0, 0, 9, 0, 91, 0, 4, 3, 10, 0, 7, 6
15, CIVILIZATION_PERSIA, 1, 3, 1, 1, 0, 0, 0, 0, 8, 0, 96, 3, 3, 2, 7, 1, 4, 12
15, CIVILIZATION_GAUL, 1, 2, 1, 1, 1, 0, 0, 0, 9, 2, 77, 12, 3, 1, 9, 2, 4, 8
15, CIVILIZATION_MUSCAT, 1, 2, 1, 1, 2, 0, 0, 0, 7, 1, 80, 0, 3, 1, 5, 0, 4, 6
15, CIVILIZATION_VATICAN_CITY, 1, 2, 1, 1, 2, 0, 0, 0, 7, 0, 80, 0, 3, 1, 5, 0, 3, 6
15, CIVILIZATION_JAKARTA, 1, 2, 1, 1, 2, 0, 0, 0, 7, 2, 80, 0, 3, 1, 5, 0, 2, 7
15, CIVILIZATION_HUNZA, 1, 2, 1, 1, 2, 0, 0, 0, 7, 2, 80, 0, 3, 1, 5, 0, 2, 7
15, CIVILIZATION_BOLOGNA, 1, 2, 1, 1, 2, 0, 0, 0, 7, 2, 130, 0, 3, 1, 5, 0, 3, 6
15, CIVILIZATION_VILNIUS, 1, 2, 1, 1, 2, 0, 0, 0, 7, 0, 80, 0, 3, 1, 5, 0, 2, 6
15, CIVILIZATION_LISBON, 1, 1, 1, 1, 2, 0, 0, 0, 7, 0, 80, 0, 2, 1, 5, 0, 3, 3
15, CIVILIZATION_LAHORE, 1, 2, 1, 1, 2, 0, 0, 0, 7, 1, 80, 0, 3, 1, 5, 0, 2, 8
15, CIVILIZATION_JOHANNESBURG, 1, 2, 1, 1, 2, 0, 0, 0, 7, 2, 80, 0, 3, 1, 5, 0, 2, 8
15, CIVILIZATION_FREE_CITIES, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
16, CIVILIZATION_SCOTLAND, 1, 2, 1, 1, 1, 0, 0, 0, 10, 1, 91, 7, 3, 4, 6, 1, 5, 7
16, CIVILIZATION_ZULU, 1, 2, 1, 1, 2, 0, 0, 0, 8, 1, 149, 9, 3, 1, 12, 2, 9, 6
16, CIVILIZATION_VIETNAM, 1, 2, 1, 1, 2, 0, 0, 0, 8, 1, 94, 1, 3, 1, 7, 1, 8, 6
16, CIVILIZATION_JAPAN, 1, 2, 1, 1, 0, 0, 0, 0, 9, 0, 102, 0, 4, 3, 10, 0, 7, 6
16, CIVILIZATION_PERSIA, 1, 3, 1, 1, 0, 0, 0, 0, 8, 0, 103, 4, 3, 2, 7, 1, 4, 12
16, CIVILIZATION_GAUL, 1, 2, 1, 1, 1, 0, 0, 0, 9, 0, 87, 15, 3, 1, 9, 2, 4, 7
16, CIVILIZATION_MUSCAT, 1, 2, 1, 1, 2, 0, 0, 0, 7, 1, 85, 0, 3, 1, 5, 0, 4, 6
16, CIVILIZATION_VATICAN_CITY, 1, 2, 1, 1, 2, 0, 0, 0, 7, 0, 85, 0, 3, 1, 5, 0, 3, 6
16, CIVILIZATION_JAKARTA, 1, 2, 1, 1, 2, 0, 0, 0, 7, 2, 85, 0, 3, 1, 5, 0, 2, 7
16, CIVILIZATION_HUNZA, 1, 2, 1, 1, 2, 0, 0, 0, 7, 2, 85, 0, 3, 1, 5, 0, 2, 7
16, CIVILIZATION_BOLOGNA, 1, 2, 1, 1, 2, 0, 0, 0, 7, 2, 135, 0, 3, 1, 5, 0, 3, 6
16, CIVILIZATION_VILNIUS, 1, 2, 1, 1, 2, 0, 0, 0, 7, 0, 85, 0, 3, 1, 5, 0, 2, 6
16, CIVILIZATION_LISBON, 1, 1, 1, 1, 2, 0, 0, 0, 7, 0, 85, 0, 2, 1, 5, 0, 3, 3
16, CIVILIZATION_LAHORE, 1, 3, 1, 1, 2, 0, 0, 0, 7, 1, 85, 0, 3, 1, 5, 0, 3, 10
16, CIVILIZATION_JOHANNESBURG, 1, 3, 1, 1, 2, 0, 0, 0, 7, 2, 85, 0, 3, 1, 5, 0, 3, 10
16, CIVILIZATION_FREE_CITIES, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
17, CIVILIZATION_SCOTLAND, 1, 2, 1, 1, 1, 0, 0, 0, 10, 1, 97, 8, 3, 4, 6, 1, 5, 7
17, CIVILIZATION_ZULU, 1, 2, 1, 1, 2, 0, 0, 0, 8, 1, 161, 11, 3, 1, 12, 2, 9, 6
17, CIVILIZATION_VIETNAM, 1, 2, 1, 1, 2, 0, 0, 0, 8, 1, 141, 2, 3, 1, 7, 1, 8, 6
17, CIVILIZATION_JAPAN, 1, 2, 1, 1, 0, 0, 0, 0, 10, 0, 113, 0, 4, 3, 10, 0, 7, 6
17, CIVILIZATION_PERSIA, 1, 4, 2, 1, 0, 0, 0, 0, 8, 0, 110, 5, 4, 4, 7, 1, 6, 14
17, CIVILIZATION_GAUL, 1, 3, 1, 1, 1, 0, 0, 0, 9, 1, 96, 17, 3, 2, 9, 2, 4, 11
17, CIVILIZATION_MUSCAT, 1, 2, 1, 1, 2, 0, 0, 0, 7, 1, 90, 0, 3, 1, 5, 0, 4, 6
17, CIVILIZATION_VATICAN_CITY, 1, 2, 1, 1, 1, 0, 0, 0, 7, 0, 90, 0, 3, 1, 5, 0, 3, 6
17, CIVILIZATION_JAKARTA, 1, 2, 1, 1, 2, 0, 0, 0, 7, 3, 90, 0, 3, 1, 5, 0, 2, 7
17, CIVILIZATION_HUNZA, 1, 2, 1, 1, 2, 0, 0, 0, 7, 2, 90, 0, 3, 1, 5, 0, 2, 7
17, CIVILIZATION_BOLOGNA, 1, 2, 1, 1, 2, 0, 0, 0, 7, 2, 140, 0, 3, 1, 5, 0, 3, 6
17, CIVILIZATION_VILNIUS, 1, 2, 1, 1, 2, 0, 0, 0, 7, 0, 90, 0, 3, 1, 5, 0, 2, 6
17, CIVILIZATION_LISBON, 1, 2, 1, 1, 2, 0, 0, 0, 7, 0, 90, 0, 3, 1, 5, 0, 4, 5
17, CIVILIZATION_LAHORE, 1, 3, 1, 1, 2, 0, 0, 0, 7, 1, 90, 0, 3, 1, 5, 0, 3, 10
17, CIVILIZATION_JOHANNESBURG, 1, 3, 1, 1, 2, 0, 0, 0, 7, 2, 90, 0, 3, 1, 5, 0, 3, 10
17, CIVILIZATION_FREE_CITIES, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
18, CIVILIZATION_SCOTLAND, 1, 2, 1, 1, 1, 0, 0, 0, 10, 1, 103, 9, 3, 4, 6, 1, 5, 7
18, CIVILIZATION_ZULU, 1, 2, 2, 1, 2, 0, 0, 0, 8, 1, 173, 14, 3, 1, 12, 2, 9, 6
18, CIVILIZATION_VIETNAM, 1, 2, 1, 1, 2, 0, 0, 0, 8, 1, 148, 3, 3, 1, 7, 1, 8, 6
18, CIVILIZATION_JAPAN, 1, 2, 1, 1, 0, 0, 0, 0, 10, 0, 124, 0, 4, 3, 10, 0, 7, 6
18, CIVILIZATION_PERSIA, 1, 4, 2, 1, 0, 0, 0, 0, 9, 0, 117, 6, 4, 4, 7, 1, 6, 14
18, CIVILIZATION_GAUL, 1, 3, 2, 1, 1, 0, 0, 0, 9, 1, 106, 19, 3, 2, 9, 2, 4, 11
18, CIVILIZATION_MUSCAT, 1, 2, 1, 1, 1, 0, 0, 0, 7, 1, 95, 0, 3, 1, 5, 0, 4, 6
18, CIVILIZATION_VATICAN_CITY, 1, 2, 1, 1, 1, 0, 0, 0, 7, 0, 95, 0, 3, 1, 5, 0, 3, 6
18, CIVILIZATION_JAKARTA, 1, 2, 1, 1, 2, 0, 0, 0, 7, 3, 95, 0, 3, 1, 5, 0, 2, 7
18, CIVILIZATION_HUNZA, 1, 3, 1, 1, 2, 0, 0, 0, 7, 2, 95, 0, 3, 1, 5, 0, 2, 10
18, CIVILIZATION_BOLOGNA, 1, 2, 1, 1, 2, 0, 0, 0, 7, 2, 145, 0, 3, 1, 5, 0, 3, 6
18, CIVILIZATION_VILNIUS, 1, 2, 1, 1, 2, 0, 0, 0, 7, 0, 95, 0, 3, 1, 5, 0, 2, 6
18, CIVILIZATION_LISBON, 1, 2, 1, 1, 2, 0, 0, 0, 7, 0, 95, 0, 3, 1, 5, 0, 4, 5
18, CIVILIZATION_LAHORE, 1, 3, 1, 1, 2, 0, 0, 0, 7, 1, 95, 0, 3, 1, 5, 0, 3, 10
18, CIVILIZATION_JOHANNESBURG, 1, 3, 1, 1, 2, 0, 0, 0, 7, 2, 95, 0, 3, 1, 5, 0, 3, 10
18, CIVILIZATION_FREE_CITIES, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19, CIVILIZATION_SCOTLAND, 1, 3, 1, 1, 1, 0, 0, 0, 10, 1, 109, 10, 3, 4, 6, 1, 7, 9
19, CIVILIZATION_ZULU, 1, 2, 2, 1, 2, 0, 0, 0, 8, 1, 185, 16, 3, 3, 12, 2, 9, 6
19, CIVILIZATION_VIETNAM, 1, 2, 2, 1, 2, 0, 0, 0, 8, 1, 155, 4, 3, 1, 7, 1, 8, 6
19, CIVILIZATION_JAPAN, 1, 2, 1, 1, 0, 0, 0, 0, 10, 0, 135, 0, 4, 3, 10, 0, 7, 6
19, CIVILIZATION_PERSIA, 1, 4, 2, 1, 0, 0, 0, 0, 9, 0, 125, 7, 4, 4, 7, 1, 6, 14
19, CIVILIZATION_GAUL, 1, 3, 2, 1, 1, 0, 0, 0, 9, 1, 115, 21, 3, 2, 9, 2, 4, 11
19, CIVILIZATION_MUSCAT, 1, 2, 2, 1, 1, 0, 0, 0, 7, 1, 100, 0, 3, 1, 5, 0, 4, 6
19, CIVILIZATION_VATICAN_CITY, 1, 2, 2, 1, 1, 0, 0, 0, 7, 0, 100, 0, 3, 1, 5, 0, 3, 6
19, CIVILIZATION_JAKARTA, 1, 2, 2, 1, 2, 0, 0, 0, 7, 3, 150, 0, 3, 1, 5, 0, 2, 7
19, CIVILIZATION_HUNZA, 1, 3, 2, 1, 2, 0, 0, 0, 7, 2, 100, 0, 3, 1, 5, 0, 2, 11
19, CIVILIZATION_BOLOGNA, 1, 2, 2, 1, 2, 0, 0, 0, 7, 2, 150, 0, 3, 1, 5, 0, 3, 6
19, CIVILIZATION_VILNIUS, 1, 2, 2, 1, 2, 0, 0, 0, 7, 0, 100, 0, 3, 1, 5, 0, 2, 6
19, CIVILIZATION_LISBON, 1, 2, 1, 1, 2, 0, 0, 0, 7, 0, 100, 0, 3, 3, 5, 0, 4, 5
19, CIVILIZATION_LAHORE, 1, 3, 2, 1, 2, 0, 0, 0, 7, 1, 100, 0, 3, 1, 5, 0, 3, 10
19, CIVILIZATION_JOHANNESBURG, 1, 3, 2, 1, 2, 0, 0, 0, 7, 2, 100, 0, 3, 1, 5, 0, 3, 10
19, CIVILIZATION_FREE_CITIES, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20, CIVILIZATION_SCOTLAND, 1, 3, 1, 2, 1, 0, 0, 0, 10, 1, 115, 11, 3, 4, 6, 1, 7, 9
20, CIVILIZATION_ZULU, 1, 2, 2, 1, 2, 0, 0, 0, 9, 2, 197, 18, 3, 3, 12, 2, 9, 6
20, CIVILIZATION_VIETNAM, 1, 2, 2, 1, 2, 0, 0, 0, 8, 1, 162, 5, 3, 1, 7, 1, 8, 6
20, CIVILIZATION_JAPAN, 1, 2, 1, 1, 0, 0, 0, 0, 10, 0, 145, 0, 4, 3, 10, 0, 7, 6
20, CIVILIZATION_PERSIA, 1, 4, 2, 1, 0, 0, 0, 0, 9, 0, 132, 8, 4, 4, 7, 1, 6, 14
20, CIVILIZATION_GAUL, 1, 3, 2, 1, 1, 0, 0, 0, 10, 1, 125, 23, 3, 2, 9, 2, 4, 11
20, CIVILIZATION_MUSCAT, 1, 2, 2, 1, 1, 0, 0, 0, 7, 1, 105, 0, 3, 1, 5, 0, 4, 6
20, CIVILIZATION_VATICAN_CITY, 1, 2, 2, 1, 1, 0, 0, 0, 7, 0, 105, 0, 3, 1, 5, 0, 3, 6
20, CIVILIZATION_JAKARTA, 1, 3, 2, 1, 2, 0, 0, 0, 7, 3, 155, 0, 3, 1, 5, 0, 3, 8
20, CIVILIZATION_HUNZA, 1, 3, 2, 1, 2, 0, 0, 0, 7, 2, 105, 0, 3, 1, 5, 0, 2, 11
20, CIVILIZATION_BOLOGNA, 1, 2, 2, 1, 2, 0, 0, 0, 7, 2, 155, 0, 3, 1, 5, 0, 3, 6
20, CIVILIZATION_VILNIUS, 1, 2, 2, 1, 2, 0, 0, 0, 7, 0, 105, 0, 3, 1, 5, 0, 2, 6
20, CIVILIZATION_LISBON, 1, 2, 2, 1, 2, 0, 0, 0, 7, 0, 105, 0, 3, 3, 5, 0, 4, 5
20, CIVILIZATION_LAHORE, 1, 3, 2, 1, 2, 0, 0, 0, 7, 2, 107, 0, 3, 1, 7, 0, 3, 10
20, CIVILIZATION_JOHANNESBURG, 1, 3, 2, 1, 2, 0, 0, 0, 7, 2, 105, 0, 3, 1, 5, 0, 3, 10
20, CIVILIZATION_FREE_CITIES, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21, CIVILIZATION_SCOTLAND, 1, 3, 2, 2, 1, 0, 0, 0, 10, 1, 121, 12, 3, 4, 6, 1, 7, 9
21, CIVILIZATION_ZULU, 1, 2, 2, 1, 2, 0, 0, 0, 9, 2, 209, 20, 3, 3, 12, 2, 9, 6
21, CIVILIZATION_VIETNAM, 1, 2, 2, 1, 2, 0, 0, 0, 8, 1, 169, 6, 3, 1, 7, 1, 8, 6
21, CIVILIZATION_JAPAN, 1, 1, 2, 1, 0, 0, 0, 0, 10, 0, 154, 0, 3, 3, 8, 0, 6, 4
21, CIVILIZATION_PERSIA, 1, 4, 2, 1, 0, 0, 0, 0, 9, 0, 139, 9, 4, 4, 7, 1, 6, 14
21, CIVILIZATION_GAUL, 1, 3, 2, 1, 1, 0, 0, 0, 10, 1, 135, 25, 3, 2, 9, 2, 4, 11
21, CIVILIZATION_MUSCAT, 1, 2, 2, 1, 1, 0, 0, 0, 7, 0, 110, 0, 3, 1, 5, 0, 4, 6
21, CIVILIZATION_VATICAN_CITY, 1, 2, 2, 1, 1, 0, 0, 0, 7, 0, 110, 0, 3, 1, 5, 0, 3, 6
21, CIVILIZATION_JAKARTA, 1, 3, 2, 1, 2, 0, 0, 0, 7, 3, 160, 0, 3, 1, 5, 0, 3, 8
21, CIVILIZATION_HUNZA, 1, 3, 2, 1, 2, 0, 0, 0, 7, 2, 110, 0, 3, 1, 5, 0, 2, 11
21, CIVILIZATION_BOLOGNA, 1, 2, 2, 1, 2, 0, 0, 0, 7, 2, 160, 0, 3, 1, 5, 0, 3, 6
21, CIVILIZATION_VILNIUS, 1, 2, 2, 1, 2, 0, 0, 0, 7, 0, 110, 0, 3, 1, 5, 0, 2, 6
21, CIVILIZATION_LISBON, 1, 2, 2, 1, 2, 0, 0, 0, 7, 0, 110, 0, 3, 3, 5, 0, 4, 5
21, CIVILIZATION_LAHORE, 1, 3, 2, 1, 2, 0, 0, 0, 7, 2, 114, 0, 3, 1, 7, 0, 3, 10
21, CIVILIZATION_JOHANNESBURG, 1, 3, 2, 1, 2, 0, 0, 0, 7, 2, 110, 0, 3, 1, 5, 0, 3, 10
21, CIVILIZATION_FREE_CITIES, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22, CIVILIZATION_SCOTLAND, 1, 3, 2, 2, 1, 0, 0, 0, 11, 1, 127, 13, 3, 4, 6, 1, 7, 9
22, CIVILIZATION_ZULU, 1, 3, 2, 1, 3, 0, 0, 0, 9, 2, 61, 22, 3, 4, 12, 2, 10, 8
22, CIVILIZATION_VIETNAM, 1, 2, 2, 1, 2, 0, 0, 0, 9, 1, 177, 7, 3, 3, 7, 1, 8, 6
22, CIVILIZATION_JAPAN, 1, 1, 2, 1, 0, 0, 0, 0, 10, 0, 162, 0, 3, 3, 8, 0, 7, 4
22, CIVILIZATION_PERSIA, 1, 4, 2, 1, 0, 0, 0, 0, 9, 0, 146, 10, 4, 4, 7, 1, 6, 14
22, CIVILIZATION_GAUL, 1, 3, 2, 1, 1, 0, 0, 0, 10, 1, 144, 28, 3, 2, 9, 2, 4, 11
22, CIVILIZATION_MUSCAT, 1, 2, 2, 1, 1, 0, 0, 0, 7, 0, 115, 0, 3, 1, 5, 0, 4, 6
22, CIVILIZATION_VATICAN_CITY, 1, 3, 2, 1, 1, 0, 0, 0, 7, 0, 115, 0, 3, 1, 5, 0, 3, 8
22, CIVILIZATION_JAKARTA, 1, 3, 2, 1, 2, 0, 0, 0, 7, 3, 165, 0, 3, 1, 5, 0, 3, 8
22, CIVILIZATION_HUNZA, 1, 3, 2, 1, 2, 0, 0, 0, 7, 2, 115, 0, 3, 1, 5, 0, 2, 11
22, CIVILIZATION_BOLOGNA, 1, 2, 2, 1, 2, 0, 0, 0, 7, 2, 165, 0, 3, 1, 5, 0, 3, 6
22, CIVILIZATION_VILNIUS, 1, 3, 2, 1, 2, 0, 0, 0, 7, 0, 116, 0, 3, 2, 6, 0, 2, 7
22, CIVILIZATION_LISBON, 1, 2, 2, 1, 3, 0, 0, 0, 7, 0, 115, 0, 3, 3, 5, 0, 4, 5
22, CIVILIZATION_LAHORE, 1, 3, 2, 1, 2, 0, 0, 0, 7, 2, 121, 0, 3, 1, 7, 0, 3, 10
22, CIVILIZATION_JOHANNESBURG, 1, 3, 2, 1, 2, 0, 0, 0, 7, 2, 115, 0, 3, 1, 5, 0, 3, 10
22, CIVILIZATION_FREE_CITIES, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23, CIVILIZATION_SCOTLAND, 1, 3, 2, 2, 1, 0, 0, 0, 11, 1, 133, 14, 3, 6, 6, 1, 7, 9
23, CIVILIZATION_ZULU, 1, 3, 2, 1, 3, 0, 0, 0, 9, 2, 73, 24, 3, 4, 12, 2, 10, 8
23, CIVILIZATION_VIETNAM, 1, 3, 2, 1, 2, 0, 0, 0, 10, 1, 154, 8, 3, 4, 7, 1, 10, 8
23, CIVILIZATION_JAPAN, 1, 1, 2, 1, 0, 0, 0, 0, 10, 0, 171, 0, 3, 3, 8, 0, 7, 4
23, CIVILIZATION_PERSIA, 1, 4, 2, 1, 0, 0, 0, 0, 9, 0, 153, 11, 4, 4, 7, 1, 6, 14
23, CIVILIZATION_GAUL, 1, 3, 2, 1, 1, 0, 0, 0, 10, 1, 154, 5, 3, 2, 9, 2, 4, 11
23, CIVILIZATION_MUSCAT, 1, 2, 2, 1, 1, 0, 0, 0, 7, 0, 120, 0, 3, 1, 5, 0, 4, 6
23, CIVILIZATION_VATICAN_CITY, 1, 3, 2, 1, 1, 0, 0, 0, 7, 0, 120, 0, 3, 1, 5, 0, 3, 8
23, CIVILIZATION_JAKARTA, 1, 3, 2, 1, 2, 0, 0, 0, 7, 3, 170, 0, 3, 1, 5, 0, 3, 8
23, CIVILIZATION_HUNZA, 1, 3, 2, 1, 2, 0, 0, 0, 7, 2, 120, 0, 3, 1, 5, 0, 2, 11
23, CIVILIZATION_BOLOGNA, 1, 2, 2, 1, 2, 0, 0, 0, 7, 2, 170, 0, 3, 1, 5, 0, 3, 6
23, CIVILIZATION_VILNIUS, 1, 3, 2, 1, 2, 0, 0, 0, 7, 0, 122, 0, 3, 2, 6, 0, 2, 7
23, CIVILIZATION_LISBON, 1, 2, 2, 1, 3, 0, 0, 0, 7, 0, 120, 0, 3, 3, 5, 0, 4, 5
23, CIVILIZATION_LAHORE, 1, 3, 2, 1, 2, 0, 0, 0, 7, 2, 128, 0, 3, 1, 7, 0, 3, 10
23, CIVILIZATION_JOHANNESBURG, 1, 3, 2, 1, 2, 0, 0, 0, 7, 2, 120, 0, 3, 1, 5, 0, 3, 10
23, CIVILIZATION_FREE_CITIES, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24, CIVILIZATION_SCOTLAND, 1, 3, 2, 2, 1, 0, 0, 0, 11, 1, 139, 15, 3, 6, 6, 1, 7, 9
24, CIVILIZATION_ZULU, 1, 3, 2, 1, 3, 0, 0, 0, 9, 2, 85, 26, 3, 4, 12, 2, 10, 8
24, CIVILIZATION_VIETNAM, 1, 3, 2, 1, 2, 0, 0, 0, 10, 1, 161, 9, 3, 4, 7, 1, 10, 8
24, CIVILIZATION_JAPAN, 1, 1, 2, 1, 0, 0, 0, 0, 10, 0, 179, 0, 3, 3, 8, 0, 7, 4
24, CIVILIZATION_PERSIA, 1, 5, 2, 2, 1, 0, 0, 0, 9, 0, 20, 12, 4, 4, 6, 0, 6, 16
24, CIVILIZATION_GAUL, 1, 4, 2, 1, 1, 0, 0, 0, 10, 1, 163, 7, 4, 2, 9, 2, 7, 12
24, CIVILIZATION_MUSCAT, 1, 2, 2, 1, 0, 0, 0, 0, 7, 0, 125, 0, 3, 3, 5, 0, 4, 6
24, CIVILIZATION_VATICAN_CITY, 1, 3, 2, 1, 1, 0, 0, 0, 7, 0, 125, 0, 3, 3, 5, 0, 3, 8
24, CIVILIZATION_JAKARTA, 1, 3, 2, 1, 2, 0, 0, 0, 7, 3, 175, 0, 3, 1, 5, 0, 3, 8
24, CIVILIZATION_HUNZA, 1, 3, 2, 1, 2, 0, 0, 0, 7, 2, 125, 0, 3, 1, 5, 0, 2, 11
24, CIVILIZATION_BOLOGNA, 1, 3, 2, 1, 2, 0, 0, 0, 7, 2, 175, 0, 3, 1, 5, 0, 4, 8
24, CIVILIZATION_VILNIUS, 1, 3, 2, 1, 2, 0, 0, 0, 7, 0, 128, 0, 3, 2, 6, 0, 2, 7
24, CIVILIZATION_LISBON, 1, 2, 2, 1, 3, 0, 0, 0, 7, 0, 125, 0, 3, 3, 5, 0, 4, 5
24, CIVILIZATION_LAHORE, 1, 4, 2, 1, 1, 0, 0, 0, 7, 2, 135, 0, 4, 2, 7, 0, 3, 13
24, CIVILIZATION_JOHANNESBURG, 1, 4, 2, 1, 2, 0, 0, 0, 7, 2, 125, 0, 4, 2, 5, 0, 3, 12
24, CIVILIZATION_FREE_CITIES, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
